user_id,channel,record_datetime_utc,record_datetime_sast,month_sast,duration_hhmmss,gender,age,province,race,age_group,time_of_day,seconds_viewed,hours_viewed
810011,DStv Events 1,2016-02-19T07:03:00.000Z,2016-02-19T09:03:00.000Z,2016-02,1899-12-31T00:02:00.000Z,male,32,Kwazulu Natal,black,youth,Morning,120,0.03
810011,Channel O,2016-02-24T13:27:00.000Z,2016-02-24T15:27:00.000Z,2016-02,1899-12-31T00:01:09.000Z,male,32,Kwazulu Natal,black,youth,Afternoon,69,0.02
810011,SuperSport Blitz,2016-02-23T14:17:00.000Z,2016-02-23T16:17:00.000Z,2016-02,1899-12-31T00:00:26.000Z,male,32,Kwazulu Natal,black,youth,Afternoon,26,0.01
810011,Boomerang,2016-03-01T14:23:00.000Z,2016-03-01T16:23:00.000Z,2016-03,1899-12-31T00:00:48.000Z,male,32,Kwazulu Natal,black,youth,Afternoon,48,0.01
774118,Supersport Live Events,2016-02-11T10:02:00.000Z,2016-02-11T12:02:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,29,Eastern Cape,black,youth,Afternoon,0,0.00
810013,Supersport Live Events,2016-02-19T10:36:00.000Z,2016-02-19T12:36:00.000Z,2016-02,1899-12-31T00:00:26.000Z,male,45,Western Cape,other,adults,Afternoon,26,0.01
810013,Africa Magic,2016-02-18T14:57:00.000Z,2016-02-18T16:57:00.000Z,2016-02,1899-12-31T00:00:08.500Z,male,45,Western Cape,other,adults,Afternoon,8,0.00
810013,Boomerang,2016-03-22T08:51:00.000Z,2016-03-22T10:51:00.000Z,2016-03,1899-12-31T00:14:18.000Z,male,45,Western Cape,other,adults,Morning,858,0.24
810013,CNN,2016-03-22T18:15:00.000Z,2016-03-22T20:15:00.000Z,2016-03,1899-12-31T00:05:20.000Z,male,45,Western Cape,other,adults,Evening,320,0.09
810013,CNN,2016-03-23T01:25:00.000Z,2016-03-23T03:25:00.000Z,2016-03,1899-12-31T00:00:16.000Z,male,45,Western Cape,other,adults,Night,16,0.00
810013,Boomerang,2016-03-06T17:28:00.000Z,2016-03-06T19:28:00.000Z,2016-03,1899-12-31T00:01:31.000Z,male,45,Western Cape,other,adults,Evening,91,0.03
810013,CNN,2016-03-20T14:44:00.000Z,2016-03-20T16:44:00.000Z,2016-03,1899-12-31T00:05:39.000Z,male,45,Western Cape,other,adults,Afternoon,339,0.09
810013,CNN,2016-03-21T18:52:00.000Z,2016-03-21T20:52:00.000Z,2016-03,1899-12-31T00:03:37.000Z,male,45,Western Cape,other,adults,Evening,217,0.06
761618,Cartoon Network,2016-01-28T12:49:00.000Z,2016-01-28T14:49:00.000Z,2016-01,1899-12-31T00:00:00.000Z,male,26,Gauteng,black,youth,Afternoon,0,0.00
2091585,Cartoon Network,2016-02-01T15:26:00.000Z,2016-02-01T17:26:00.000Z,2016-02,1899-12-31T00:00:34.000Z,male,16,Limpopo,black,children,Evening,34,0.01
821626,Cartoon Network,2016-03-31T18:39:00.000Z,2016-03-31T20:39:00.000Z,2016-03,1899-12-31T00:01:25.000Z,None,0,None,None,children,Evening,85,0.02
92798,Trace TV,2016-01-02T15:48:00.000Z,2016-01-02T17:48:00.000Z,2016-01,1899-12-31T00:00:00.000Z,male,29,Gauteng,black,youth,Evening,0,0.00
810015,ICC Cricket World Cup 2011,2016-03-20T15:26:00.000Z,2016-03-20T17:26:00.000Z,2016-03,1899-12-31T00:01:26.000Z,male,36,Western Cape,indian_asian,adults,Evening,86,0.02
810015,ICC Cricket World Cup 2011,2016-03-25T14:00:00.000Z,2016-03-25T16:00:00.000Z,2016-03,1899-12-31T00:00:26.000Z,male,36,Western Cape,indian_asian,adults,Afternoon,26,0.01
832876,ICC Cricket World Cup 2011,2016-03-16T11:38:00.000Z,2016-03-16T13:38:00.000Z,2016-03,1899-12-31T00:02:16.000Z,male,38,Gauteng,indian_asian,adults,Afternoon,136,0.04
832876,ICC Cricket World Cup 2011,2016-03-30T14:47:00.000Z,2016-03-30T16:47:00.000Z,2016-03,1899-12-31T00:44:18.000Z,male,38,Gauteng,indian_asian,adults,Afternoon,2658,0.74
867310,Trace TV,2016-03-11T19:53:00.000Z,2016-03-11T21:53:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,24,Northern Cape,coloured,youth,Night,0,0.00
867310,Channel O,2016-03-15T15:56:00.000Z,2016-03-15T17:56:00.000Z,2016-03,1899-12-31T00:02:24.000Z,male,24,Northern Cape,coloured,youth,Evening,144,0.04
2021328,SawSee,2016-02-26T11:12:00.000Z,2016-02-26T13:12:00.000Z,2016-02,1899-12-31T00:00:59.000Z,male,26,Free State,indian_asian,youth,Afternoon,59,0.02
2021328,ICC Cricket World Cup 2011,2016-03-13T09:06:00.000Z,2016-03-13T11:06:00.000Z,2016-03,1899-12-31T00:41:34.000Z,male,26,Free State,indian_asian,youth,Morning,2494,0.69
2021328,ICC Cricket World Cup 2011,2016-03-19T07:04:00.000Z,2016-03-19T09:04:00.000Z,2016-03,1899-12-31T01:09:12.000Z,male,26,Free State,indian_asian,youth,Morning,4152,1.15
2021328,ICC Cricket World Cup 2011,2016-03-07T10:07:00.000Z,2016-03-07T12:07:00.000Z,2016-03,1899-12-31T00:50:18.000Z,male,26,Free State,indian_asian,youth,Afternoon,3018,0.84
2021328,ICC Cricket World Cup 2011,2016-03-12T12:11:00.000Z,2016-03-12T14:11:00.000Z,2016-03,1899-12-31T02:09:50.000Z,male,26,Free State,indian_asian,youth,Afternoon,7790,2.16
2021328,Supersport Live Events,2016-03-24T08:21:00.000Z,2016-03-24T10:21:00.000Z,2016-03,1899-12-31T00:02:52.000Z,male,26,Free State,indian_asian,youth,Morning,172,0.05
2021328,Supersport Live Events,2016-03-24T08:24:00.000Z,2016-03-24T10:24:00.000Z,2016-03,1899-12-31T00:00:18.000Z,male,26,Free State,indian_asian,youth,Morning,18,0.01
906568,Supersport Live Events,2016-03-30T09:59:00.000Z,2016-03-30T11:59:00.000Z,2016-03,1899-12-31T00:00:44.000Z,male,27,Limpopo,indian_asian,youth,Morning,44,0.01
1966180,Channel O,2016-02-04T14:34:00.000Z,2016-02-04T16:34:00.000Z,2016-02,1899-12-31T00:01:12.000Z,male,42,Gauteng,white,adults,Afternoon,72,0.02
1966180,M-Net,2016-02-01T21:35:00.000Z,2016-02-01T23:35:00.000Z,2016-02,1899-12-31T00:01:09.000Z,male,42,Gauteng,white,adults,Night,69,0.02
1966180,SuperSport Blitz,2016-03-26T15:58:00.000Z,2016-03-26T17:58:00.000Z,2016-03,1899-12-31T00:01:36.000Z,male,42,Gauteng,white,adults,Evening,96,0.03
1966180,SuperSport Blitz,2016-03-27T19:27:00.000Z,2016-03-27T21:27:00.000Z,2016-03,1899-12-31T00:01:56.000Z,male,42,Gauteng,white,adults,Night,116,0.03
821631,ICC Cricket World Cup 2011,2016-03-02T16:55:00.000Z,2016-03-02T18:55:00.000Z,2016-03,1899-12-31T00:18:44.000Z,male,31,Gauteng,black,youth,Evening,1124,0.31
821631,Supersport Live Events,2016-03-04T17:59:00.000Z,2016-03-04T19:59:00.000Z,2016-03,1899-12-31T00:02:14.000Z,male,31,Gauteng,black,youth,Evening,134,0.04
821631,Supersport Live Events,2016-03-19T18:29:00.000Z,2016-03-19T20:29:00.000Z,2016-03,1899-12-31T00:44:12.000Z,male,31,Gauteng,black,youth,Evening,2652,0.74
821631,ICC Cricket World Cup 2011,2016-03-05T11:49:00.000Z,2016-03-05T13:49:00.000Z,2016-03,1899-12-31T00:04:06.000Z,male,31,Gauteng,black,youth,Afternoon,246,0.07
821631,Supersport Live Events,2016-03-06T16:42:00.000Z,2016-03-06T18:42:00.000Z,2016-03,1899-12-31T00:00:48.000Z,male,31,Gauteng,black,youth,Evening,48,0.01
821631,Boomerang,2016-03-15T17:56:00.000Z,2016-03-15T19:56:00.000Z,2016-03,1899-12-31T00:03:05.000Z,male,31,Gauteng,black,youth,Evening,185,0.05
821631,ICC Cricket World Cup 2011,2016-03-12T12:40:00.000Z,2016-03-12T14:40:00.000Z,2016-03,1899-12-31T02:05:26.000Z,male,31,Gauteng,black,youth,Afternoon,7526,2.09
940794,SuperSport Blitz,2016-03-30T08:54:00.000Z,2016-03-30T10:54:00.000Z,2016-03,1899-12-31T00:00:54.000Z,male,33,Mpumalanga,white,youth,Morning,54,0.02
940794,DStv Events 1,2016-03-29T21:58:00.000Z,2016-03-29T23:58:00.000Z,2016-03,1899-12-31T00:00:45.000Z,male,33,Mpumalanga,white,youth,Night,45,0.01
892147,SuperSport Blitz,2016-03-24T10:37:00.000Z,2016-03-24T12:37:00.000Z,2016-03,1899-12-31T00:13:40.000Z,None,0,None,None,children,Afternoon,820,0.23
780252,MK,2016-01-08T18:49:00.000Z,2016-01-08T20:49:00.000Z,2016-01,1899-12-31T00:00:12.000Z,male,44,Limpopo,black,adults,Evening,12,0.00
780252,SuperSport Blitz,2016-01-08T12:14:00.000Z,2016-01-08T14:14:00.000Z,2016-01,1899-12-31T00:02:00.000Z,male,44,Limpopo,black,adults,Afternoon,120,0.03
893536,Channel O,2016-03-18T09:15:00.000Z,2016-03-18T11:15:00.000Z,2016-03,1899-12-31T00:17:18.000Z,male,26,Northern Cape,black,youth,Morning,1038,0.29
893536,Trace TV,2016-03-04T08:40:00.000Z,2016-03-04T10:40:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,26,Northern Cape,black,youth,Morning,0,0.00
940797,Cartoon Network,2016-03-04T19:02:00.000Z,2016-03-04T21:02:00.000Z,2016-03,1899-12-31T00:00:26.000Z,male,44,Eastern Cape,coloured,adults,Night,26,0.01
940797,ICC Cricket World Cup 2011,2016-03-01T10:31:00.000Z,2016-03-01T12:31:00.000Z,2016-03,1899-12-31T00:04:32.000Z,male,44,Eastern Cape,coloured,adults,Afternoon,272,0.08
1108125,Boomerang,2016-03-22T17:06:00.000Z,2016-03-22T19:06:00.000Z,2016-03,1899-12-31T00:00:28.000Z,male,27,Gauteng,black,youth,Evening,28,0.01
1108125,Supersport Live Events,2016-03-14T07:50:00.000Z,2016-03-14T09:50:00.000Z,2016-03,1899-12-31T00:01:04.000Z,male,27,Gauteng,black,youth,Morning,64,0.02
1108125,CNN,2016-03-14T07:55:00.000Z,2016-03-14T09:55:00.000Z,2016-03,1899-12-31T00:01:20.000Z,male,27,Gauteng,black,youth,Morning,80,0.02
1108125,Africa Magic,2016-03-18T17:52:00.000Z,2016-03-18T19:52:00.000Z,2016-03,1899-12-31T00:00:01.000Z,male,27,Gauteng,black,youth,Evening,1,0.00
1108125,Cartoon Network,2016-03-23T08:01:00.000Z,2016-03-23T10:01:00.000Z,2016-03,1899-12-31T00:07:05.000Z,male,27,Gauteng,black,youth,Morning,425,0.12
586442,E! Entertainment,2016-03-10T14:56:00.000Z,2016-03-10T16:56:00.000Z,2016-03,1899-12-31T00:00:20.000Z,male,22,Limpopo,white,youth,Afternoon,20,0.01
2204601,CNN,2016-02-15T02:22:00.000Z,2016-02-15T04:22:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,45,Eastern Cape,black,adults,Night,0,0.00
2204601,Africa Magic,2016-02-19T14:06:00.000Z,2016-02-19T16:06:00.000Z,2016-02,1899-12-31T00:02:16.500Z,male,45,Eastern Cape,black,adults,Afternoon,136,0.04
2204601,Channel O,2016-03-22T16:50:00.000Z,2016-03-22T18:50:00.000Z,2016-03,1899-12-31T00:22:06.000Z,male,45,Eastern Cape,black,adults,Evening,1326,0.37
2204601,CNN,2016-02-15T12:50:00.000Z,2016-02-15T14:50:00.000Z,2016-02,1899-12-31T00:05:42.000Z,male,45,Eastern Cape,black,adults,Afternoon,342,0.10
2204601,Channel O,2016-02-02T14:11:00.000Z,2016-02-02T16:11:00.000Z,2016-02,1899-12-31T00:05:06.000Z,male,45,Eastern Cape,black,adults,Afternoon,306,0.09
2204601,Channel O,2016-02-02T18:44:00.000Z,2016-02-02T20:44:00.000Z,2016-02,1899-12-31T00:02:09.000Z,male,45,Eastern Cape,black,adults,Evening,129,0.04
2204601,Trace TV,2016-03-24T15:29:00.000Z,2016-03-24T17:29:00.000Z,2016-03,1899-12-31T00:03:00.000Z,male,45,Eastern Cape,black,adults,Evening,180,0.05
2204601,Trace TV,2016-03-11T14:09:00.000Z,2016-03-11T16:09:00.000Z,2016-03,1899-12-31T00:08:51.000Z,male,45,Eastern Cape,black,adults,Afternoon,531,0.15
2204601,Trace TV,2016-02-02T19:39:00.000Z,2016-02-02T21:39:00.000Z,2016-02,1899-12-31T00:02:15.000Z,male,45,Eastern Cape,black,adults,Night,135,0.04
2204601,Channel O,2016-02-24T11:42:00.000Z,2016-02-24T13:42:00.000Z,2016-02,1899-12-31T00:04:09.000Z,male,45,Eastern Cape,black,adults,Afternoon,249,0.07
2204601,Channel O,2016-02-25T03:15:00.000Z,2016-02-25T05:15:00.000Z,2016-02,1899-12-31T00:04:39.000Z,male,45,Eastern Cape,black,adults,Morning,279,0.08
2204601,CNN,2016-02-24T19:11:00.000Z,2016-02-24T21:11:00.000Z,2016-02,1899-12-31T01:04:07.000Z,male,45,Eastern Cape,black,adults,Night,3847,1.07
2204601,Supersport Live Events,2016-03-08T04:43:00.000Z,2016-03-08T06:43:00.000Z,2016-03,1899-12-31T00:00:18.000Z,male,45,Eastern Cape,black,adults,Morning,18,0.01
2204601,Supersport Live Events,2016-01-29T06:46:00.000Z,2016-01-29T08:46:00.000Z,2016-01,1899-12-31T00:00:38.000Z,male,45,Eastern Cape,black,adults,Morning,38,0.01
2204601,Trace TV,2016-02-18T06:53:00.000Z,2016-02-18T08:53:00.000Z,2016-02,1899-12-31T00:03:15.000Z,male,45,Eastern Cape,black,adults,Morning,195,0.05
2204601,E! Entertainment,2016-02-06T04:40:00.000Z,2016-02-06T06:40:00.000Z,2016-02,1899-12-31T00:01:16.000Z,male,45,Eastern Cape,black,adults,Morning,76,0.02
2204601,CNN,2016-02-06T04:52:00.000Z,2016-02-06T06:52:00.000Z,2016-02,1899-12-31T00:02:18.000Z,male,45,Eastern Cape,black,adults,Morning,138,0.04
2204601,CNN,2016-02-18T19:21:00.000Z,2016-02-18T21:21:00.000Z,2016-02,1899-12-31T00:01:45.000Z,male,45,Eastern Cape,black,adults,Night,105,0.03
2204601,Trace TV,2016-03-20T18:53:00.000Z,2016-03-20T20:53:00.000Z,2016-03,1899-12-31T00:01:18.000Z,male,45,Eastern Cape,black,adults,Evening,78,0.02
2204601,Channel O,2016-02-12T17:21:00.000Z,2016-02-12T19:21:00.000Z,2016-02,1899-12-31T00:00:48.000Z,male,45,Eastern Cape,black,adults,Evening,48,0.01
2204601,Channel O,2016-02-12T17:18:00.000Z,2016-02-12T19:18:00.000Z,2016-02,1899-12-31T00:05:33.000Z,male,45,Eastern Cape,black,adults,Evening,333,0.09
2204601,CNN,2016-02-12T09:21:00.000Z,2016-02-12T11:21:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,45,Eastern Cape,black,adults,Morning,0,0.00
2204601,Supersport Live Events,2016-03-12T06:59:00.000Z,2016-03-12T08:59:00.000Z,2016-03,1899-12-31T00:24:02.000Z,male,45,Eastern Cape,black,adults,Morning,1442,0.40
2204601,CNN,2016-03-27T19:16:00.000Z,2016-03-27T21:16:00.000Z,2016-03,1899-12-31T00:07:30.000Z,male,45,Eastern Cape,black,adults,Night,450,0.13
2204601,Trace TV,2016-03-29T17:40:00.000Z,2016-03-29T19:40:00.000Z,2016-03,1899-12-31T01:40:18.000Z,male,45,Eastern Cape,black,adults,Evening,6018,1.67
2204601,Channel O,2016-02-13T20:43:00.000Z,2016-02-13T22:43:00.000Z,2016-02,1899-12-31T00:01:15.000Z,male,45,Eastern Cape,black,adults,Night,75,0.02
2204601,CNN,2016-02-08T18:29:00.000Z,2016-02-08T20:29:00.000Z,2016-02,1899-12-31T00:03:49.000Z,male,45,Eastern Cape,black,adults,Evening,229,0.06
940801,CNN,2016-03-23T08:16:00.000Z,2016-03-23T10:16:00.000Z,2016-03,1899-12-31T00:08:41.000Z,male,30,Western Cape,black,youth,Morning,521,0.14
940801,CNN,2016-03-24T06:59:00.000Z,2016-03-24T08:59:00.000Z,2016-03,1899-12-31T00:02:35.000Z,male,30,Western Cape,black,youth,Morning,155,0.04
940801,Break in transmission,2016-03-01T20:38:00.000Z,2016-03-01T22:38:00.000Z,2016-03,1899-12-31T00:00:18.000Z,male,30,Western Cape,black,youth,Night,18,0.01
780254,Boomerang,2016-02-15T20:47:00.000Z,2016-02-15T22:47:00.000Z,2016-02,1899-12-31T00:00:10.000Z,male,24,Western Cape,coloured,youth,Night,10,0.00
780254,Channel O,2016-02-09T18:24:00.000Z,2016-02-09T20:24:00.000Z,2016-02,1899-12-31T00:00:27.000Z,male,24,Western Cape,coloured,youth,Evening,27,0.01
931222,ICC Cricket World Cup 2011,2016-03-30T04:53:00.000Z,2016-03-30T06:53:00.000Z,2016-03,1899-12-31T00:00:22.000Z,male,26,Limpopo,indian_asian,youth,Morning,22,0.01
931222,ICC Cricket World Cup 2011,2016-03-29T17:12:00.000Z,2016-03-29T19:12:00.000Z,2016-03,1899-12-31T00:00:58.000Z,male,26,Limpopo,indian_asian,youth,Evening,58,0.02
931222,Supersport Live Events,2016-03-29T17:40:00.000Z,2016-03-29T19:40:00.000Z,2016-03,1899-12-31T00:01:20.000Z,male,26,Limpopo,indian_asian,youth,Evening,80,0.02
828496,Supersport Live Events,2016-03-05T06:48:00.000Z,2016-03-05T08:48:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,30,Western Cape,coloured,youth,Morning,0,0.00
828496,SuperSport Blitz,2016-03-07T17:51:00.000Z,2016-03-07T19:51:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,30,Western Cape,coloured,youth,Evening,0,0.00
793259,Africa Magic,2016-03-06T05:18:00.000Z,2016-03-06T07:18:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,30,Gauteng,black,youth,Morning,0,0.00
793259,Trace TV,2016-03-01T09:04:00.000Z,2016-03-01T11:04:00.000Z,2016-03,1899-12-31T00:01:09.000Z,male,30,Gauteng,black,youth,Morning,69,0.02
931228,Boomerang,2016-03-28T12:44:00.000Z,2016-03-28T14:44:00.000Z,2016-03,1899-12-31T00:00:44.000Z,male,37,Gauteng,white,adults,Afternoon,44,0.01
931228,Cartoon Network,2016-03-28T16:35:00.000Z,2016-03-28T18:35:00.000Z,2016-03,1899-12-31T00:00:22.000Z,male,37,Gauteng,white,adults,Evening,22,0.01
931228,Boomerang,2016-03-30T17:11:00.000Z,2016-03-30T19:11:00.000Z,2016-03,1899-12-31T00:00:18.000Z,male,37,Gauteng,white,adults,Evening,18,0.01
2091609,Cartoon Network,2016-02-21T12:28:00.000Z,2016-02-21T14:28:00.000Z,2016-02,1899-12-31T00:01:28.000Z,male,28,Gauteng,black,youth,Afternoon,88,0.02
2091609,Cartoon Network,2016-02-21T12:31:00.000Z,2016-02-21T14:31:00.000Z,2016-02,1899-12-31T00:02:06.000Z,male,28,Gauteng,black,youth,Afternoon,126,0.04
2091609,Channel O,2016-01-17T22:21:00.000Z,2016-01-18T00:21:00.000Z,2016-01,1899-12-31T00:01:12.000Z,male,28,Gauteng,black,youth,Night,72,0.02
2091609,Trace TV,2016-01-17T22:20:00.000Z,2016-01-18T00:20:00.000Z,2016-01,1899-12-31T00:01:24.000Z,male,28,Gauteng,black,youth,Night,84,0.02
2091609,Channel O,2016-02-13T10:30:00.000Z,2016-02-13T12:30:00.000Z,2016-02,1899-12-31T00:02:09.000Z,male,28,Gauteng,black,youth,Afternoon,129,0.04
1108140,Channel O,2016-02-28T11:38:00.000Z,2016-02-28T13:38:00.000Z,2016-02,1899-12-31T00:00:03.000Z,male,22,Kwazulu Natal,black,youth,Afternoon,3,0.00
1108140,Trace TV,2016-03-01T20:23:00.000Z,2016-03-01T22:23:00.000Z,2016-03,1899-12-31T00:00:03.000Z,male,22,Kwazulu Natal,black,youth,Night,3,0.00
252969,Cartoon Network,2016-01-21T14:18:00.000Z,2016-01-21T16:18:00.000Z,2016-01,1899-12-31T00:00:46.000Z,male,18,Eastern Cape,coloured,youth,Afternoon,46,0.01
252969,M-Net,2016-01-23T16:55:00.000Z,2016-01-23T18:55:00.000Z,2016-01,1899-12-31T00:00:43.000Z,male,18,Eastern Cape,coloured,youth,Evening,43,0.01
252969,Boomerang,2016-01-22T08:43:00.000Z,2016-01-22T10:43:00.000Z,2016-01,1899-12-31T00:00:07.000Z,male,18,Eastern Cape,coloured,youth,Morning,7,0.00
252969,Trace TV,2016-01-15T14:51:00.000Z,2016-01-15T16:51:00.000Z,2016-01,1899-12-31T00:00:54.000Z,male,18,Eastern Cape,coloured,youth,Afternoon,54,0.02
797994,E! Entertainment,2016-03-06T20:30:00.000Z,2016-03-06T22:30:00.000Z,2016-03,1899-12-31T00:01:56.000Z,male,22,Gauteng,black,youth,Night,116,0.03
797994,Trace TV,2016-03-07T06:52:00.000Z,2016-03-07T08:52:00.000Z,2016-03,1899-12-31T00:03:12.000Z,male,22,Gauteng,black,youth,Morning,192,0.05
2204621,Supersport Live Events,2016-03-24T11:02:00.000Z,2016-03-24T13:02:00.000Z,2016-03,1899-12-31T01:14:50.000Z,male,35,Limpopo,indian_asian,youth,Afternoon,4490,1.25
809704,E! Entertainment,2016-02-08T08:26:00.000Z,2016-02-08T10:26:00.000Z,2016-02,1899-12-31T00:01:24.000Z,female,26,Gauteng,None,youth,Morning,84,0.02
821653,SuperSport Blitz,2016-02-17T13:52:00.000Z,2016-02-17T15:52:00.000Z,2016-02,1899-12-31T00:01:58.000Z,male,39,Kwazulu Natal,black,adults,Afternoon,118,0.03
512519,Africa Magic,2016-01-10T20:03:00.000Z,2016-01-10T22:03:00.000Z,2016-01,1899-12-31T00:00:25.000Z,male,54,Gauteng,black,adults,Night,25,0.01
808542,E! Entertainment,2016-02-22T18:22:00.000Z,2016-02-22T20:22:00.000Z,2016-02,1899-12-31T00:02:40.000Z,female,24,Mpumalanga,black,youth,Evening,160,0.04
588935,Channel O,2016-01-01T19:46:00.000Z,2016-01-01T21:46:00.000Z,2016-01,1899-12-31T00:06:51.000Z,female,51,Western Cape,coloured,adults,Night,411,0.11
631533,Trace TV,2016-01-01T23:12:00.000Z,2016-01-02T01:12:00.000Z,2016-01,1899-12-31T00:00:39.000Z,male,21,Gauteng,black,youth,Night,39,0.01
631533,SuperSport Blitz,2016-01-15T21:19:00.000Z,2016-01-15T23:19:00.000Z,2016-01,1899-12-31T00:05:10.000Z,male,21,Gauteng,black,youth,Night,310,0.09
772826,Channel O,2016-02-02T12:16:00.000Z,2016-02-02T14:16:00.000Z,2016-02,1899-12-31T00:01:18.000Z,male,23,Limpopo,black,youth,Afternoon,78,0.02
772826,SawSee,2016-01-21T23:29:00.000Z,2016-01-22T01:29:00.000Z,2016-01,1899-12-31T00:00:00.000Z,male,23,Limpopo,black,youth,Night,0,0.00
772826,Channel O,2016-03-04T21:08:00.000Z,2016-03-04T23:08:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,23,Limpopo,black,youth,Night,0,0.00
772826,Trace TV,2016-01-23T00:50:00.000Z,2016-01-23T02:50:00.000Z,2016-01,1899-12-31T00:33:51.000Z,male,23,Limpopo,black,youth,Night,2031,0.56
772826,Trace TV,2016-03-04T22:34:00.000Z,2016-03-05T00:34:00.000Z,2016-03,1899-12-31T00:17:45.000Z,male,23,Limpopo,black,youth,Night,1065,0.30
772826,Channel O,2016-03-05T06:33:00.000Z,2016-03-05T08:33:00.000Z,2016-03,1899-12-31T00:01:15.000Z,male,23,Limpopo,black,youth,Morning,75,0.02
772826,SawSee,2016-03-12T00:46:00.000Z,2016-03-12T02:46:00.000Z,2016-03,1899-12-31T00:02:34.000Z,male,23,Limpopo,black,youth,Night,154,0.04
772826,Boomerang,2016-03-12T19:16:00.000Z,2016-03-12T21:16:00.000Z,2016-03,1899-12-31T00:04:55.000Z,male,23,Limpopo,black,youth,Night,295,0.08
772827,Supersport Live Events,2016-01-18T12:53:00.000Z,2016-01-18T14:53:00.000Z,2016-01,1899-12-31T00:16:18.000Z,male,28,North West,black,youth,Afternoon,978,0.27
772827,Africa Magic,2016-02-03T12:52:00.000Z,2016-02-03T14:52:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,28,North West,black,youth,Afternoon,0,0.00
772828,Trace TV,2016-02-05T18:41:00.000Z,2016-02-05T20:41:00.000Z,2016-02,1899-12-31T00:04:09.000Z,male,25,Northern Cape,coloured,youth,Evening,249,0.07
772828,Trace TV,2016-02-04T19:37:00.000Z,2016-02-04T21:37:00.000Z,2016-02,1899-12-31T00:02:30.000Z,male,25,Northern Cape,coloured,youth,Night,150,0.04
893233,E! Entertainment,2016-03-17T05:35:00.000Z,2016-03-17T07:35:00.000Z,2016-03,1899-12-31T00:00:44.000Z,male,26,Northern Cape,coloured,youth,Morning,44,0.01
821657,SuperSport Blitz,2016-02-26T19:59:00.000Z,2016-02-26T21:59:00.000Z,2016-02,1899-12-31T00:00:20.000Z,male,21,Kwazulu Natal,None,youth,Night,20,0.01
821657,Supersport Live Events,2016-03-24T12:51:00.000Z,2016-03-24T14:51:00.000Z,2016-03,1899-12-31T00:00:06.000Z,male,21,Kwazulu Natal,None,youth,Afternoon,6,0.00
821657,Supersport Live Events,2016-03-24T11:51:00.000Z,2016-03-24T13:51:00.000Z,2016-03,1899-12-31T00:03:30.000Z,male,21,Kwazulu Natal,None,youth,Afternoon,210,0.06
821657,ICC Cricket World Cup 2011,2016-03-20T08:52:00.000Z,2016-03-20T10:52:00.000Z,2016-03,1899-12-31T00:03:10.000Z,male,21,Kwazulu Natal,None,youth,Morning,190,0.05
772829,Africa Magic,2016-01-27T22:14:00.000Z,2016-01-28T00:14:00.000Z,2016-01,1899-12-31T00:00:31.000Z,male,32,Limpopo,black,youth,Night,31,0.01
772829,Trace TV,2016-01-28T13:46:00.000Z,2016-01-28T15:46:00.000Z,2016-01,1899-12-31T00:06:57.000Z,male,32,Limpopo,black,youth,Afternoon,417,0.12
940811,ICC Cricket World Cup 2011,2016-03-16T12:33:00.000Z,2016-03-16T14:33:00.000Z,2016-03,1899-12-31T00:10:38.000Z,male,47,Kwazulu Natal,coloured,adults,Afternoon,638,0.18
777927,Supersport Live Events,2016-03-24T06:13:00.000Z,2016-03-24T08:13:00.000Z,2016-03,1899-12-31T00:04:34.000Z,male,35,Gauteng,indian_asian,youth,Morning,274,0.08
819902,Channel O,2016-02-27T02:57:00.000Z,2016-02-27T04:57:00.000Z,2016-02,1899-12-31T00:02:06.000Z,male,30,North West,black,youth,Night,126,0.04
819902,Africa Magic,2016-02-28T13:13:00.000Z,2016-02-28T15:13:00.000Z,2016-02,1899-12-31T00:01:20.000Z,male,30,North West,black,youth,Afternoon,80,0.02
906608,Cartoon Network,2016-03-28T07:02:00.000Z,2016-03-28T09:02:00.000Z,2016-03,1899-12-31T00:00:13.000Z,male,25,Gauteng,other,youth,Morning,13,0.00
1108163,M-Net,2016-01-20T19:18:00.000Z,2016-01-20T21:18:00.000Z,2016-01,1899-12-31T00:03:52.000Z,male,17,Gauteng,white,children,Night,232,0.06
810039,SuperSport Blitz,2016-02-02T17:11:00.000Z,2016-02-02T19:11:00.000Z,2016-02,1899-12-31T00:02:08.000Z,female,26,Kwazulu Natal,black,youth,Evening,128,0.04
831349,Trace TV,2016-03-15T08:33:00.000Z,2016-03-15T10:33:00.000Z,2016-03,1899-12-31T00:19:03.000Z,male,32,Free State,black,youth,Morning,1143,0.32
614417,M-Net,2016-01-10T19:30:00.000Z,2016-01-10T21:30:00.000Z,2016-01,1899-12-31T00:00:52.000Z,male,39,Gauteng,white,adults,Night,52,0.01
